tweet_id,favorites,retweet_count
843604394117681152,17982,2996
843235543001513987,22885,6638
842846295480000512,16188,3926
842765311967449089,7191,1404
842535590457499648,19269,3835
842163532590374912,26123,6362
842115215311396866,14943,3314
841833993020538882,0,16934
841680585030541313,27329,8515
841439858740625411,13490,4045
841320156043304961,21054,5955
841314665196081154,16960,5168
841077006473256960,24474,5827
840761248237133825,0,1933
840728873075638272,0,17800
840698636975636481,195,3
840696689258311684,13146,1089
840632337062862849,9595,1933
840370681858686976,17598,5017
840268004936019968,20593,6311
839990271299457024,14354,2531
839549326359670784,29453,8571
839290600511926273,0,155
839239871831150596,29098,7215
838952994649550848,20992,4393
838921590096166913,11959,2290
838916489579200512,0,37
838831947270979586,0,12230
838561493054533637,11684,1468
838476387338051585,24221,5321
838201503651401729,0,11189
838150277551247360,1793,358
838085839343206401,149,0
838083903487373313,18880,3475
837820167694528512,36647,8702
837482249356513284,4126,490
837471256429613056,13736,2554
837366284874571778,22651,5849
837110210464448512,17164,2655
836989968035819520,13642,2543
836753516572119041,20634,5099
836677758902222849,13522,2453
836648853927522308,0,609
836397794269200385,0,30503
836380477523124226,15785,3251
836260088725786625,22774,4737
836001077879255040,20510,4781
835685285446955009,0,9068
835574547218894849,19117,4014
835536468978302976,0,1884
835309094223372289,0,23317
835297930240217089,17585,3306
835264098648616962,8339,1884
835246439529840640,2238,81
835172783151792128,28045,6370
835152434251116546,24127,3359
834931633769889797,11635,1828
834786237630337024,22644,6042
834574053763584002,14731,2812
834477809192075265,0,11825
834458053273591808,10328,1857
834209720923721728,22149,5315
834167344700198914,16921,4024
834089966724603904,10791,2358
834086379323871233,14032,2457
833863086058651648,14406,2668
833826103416520705,16479,3816
833732339549220864,0,242
833722901757046785,22213,3555
833479644947025920,15978,2292
833124694597443584,21737,5385
832998151111966721,14316,2461
832769181346996225,0,42
832757312314028032,18108,4021
832682457690300417,12788,3271
832645525019123713,3139,578
832636094638288896,17072,3116
832397543355072512,12870,2479
832369877331693569,18474,3547
832273440279240704,12156,2596
832215909146226688,0,6883
832215726631055365,0,10420
832088576586297345,72,2
832040443403784192,0,10823
832032802820481025,19252,5191
831939777352105988,25862,6845
831926988323639298,367,36
831911600680497154,29797,7267
831670449226514432,11256,2018
831650051525054464,7737,2174
831552930092285952,9704,2558
831322785565769729,9881,1705
831315979191906304,7004,1237
831309418084069378,12608,2713
831262627380748289,12835,2289
830956169170665475,8595,1681
830583320585068544,72150,18781
830173239259324417,0,6369
830097400375152640,10603,3355
829878982036299777,0,5600
829861396166877184,13208,2190
829501995190984704,34243,11825
829449946868879360,11310,2270
829374341691346946,37415,10404
829141528400556032,26472,8277
829011960981237760,57203,18106
828801551087042563,0,3797
828770345708580865,27602,6561
828708714936930305,39528,12522
828650029636317184,10277,1501
828409743546925057,6783,1282
828408677031882754,8260,1431
828381636999917570,13641,2485
828376505180889089,7986,1187
828372645993398273,13529,3266
828361771580813312,2369,191
828046555563323392,12725,3190
828011680017821696,11193,2393
827933404142436356,21791,5844
827653905312006145,16700,3352
827600520311402496,8014,1055
827324948884643840,17176,3421
827199976799354881,11453,2507
826958653328592898,23360,5600
826848821049180160,39541,11495
826615380357632002,0,4406
826598799820865537,5539,286
826598365270007810,10907,2627
826476773533745153,19932,4692
826240494070030336,14353,2894
826204788643753985,5273,1051
826115272272650244,16984,3504
825876512159186944,11331,2094
825829644528148480,13783,2788
825535076884762624,56333,19251
825147591692263424,19842,5122
825120256414846976,0,1444
825026590719483904,6898,1444
824796380199809024,0,6145
824775126675836928,16228,3954
824663926340194305,10915,1946
824325613288833024,12779,11612
824297048279236611,16295,4331
824025158776213504,5171,665
823939628516474880,11548,3038
823719002937630720,0,12634
823699002998870016,13632,2705
823581115634085888,14137,2974
823333489516937216,759,29
823322678127919110,17105,4521
823269594223824897,0,11076
822975315408461824,18788,3866
822872901745569793,143784,49304
822859134160621569,14334,2562
822647212903690241,0,7190
822610361945911296,16030,3327
822489057087389700,19723,7190
822462944365645825,31128,16615
822244816520155136,38087,11076
822163064745328640,0,5418
821886076407029760,12352,2632
821813639212650496,0,3750
821765923262631936,9168,1864
821522889702862852,8711,1984
821421320206483457,0,6281
821407182352777218,12828,4903
821153421864615936,276,10
821149554670182400,9518,2265
821107785811234820,10451,2400
821044531881721856,13759,2572
820837357901512704,0,7519
820749716845686786,34350,11189
820690176645140481,13289,3626
820494788566847489,0,636
820446719150292993,0,2907
820314633777061888,3635,636
820078625395449857,21542,7064
820013781606658049,0,1329
819952236453363712,5806,1329
819924195358416896,14018,5451
819711362133872643,14637,3528
819588359383371776,10408,2215
819347104292290561,7861,1349
819238181065359361,2497,453
819227688460238848,25153,7519
819015337530290176,0,41135
819015331746349057,0,21233
819006400881917954,49096,21233
819004803107983360,93909,41135
818646164899774465,0,23436
818627210458333184,24174,8363
818614493328580609,10758,2908
818588835076603904,0,6937
818536468981415936,11905,2789
818307523543449600,0,9141
818259473185828864,11993,2562
818145370475810820,13407,2923
817908911860748288,5264,889
817827839487737858,56568,30503
817777686764523521,11657,3002
817536400337801217,12861,3417
817502432452313088,0,3818
817423860136083457,37393,16934
817415592588222464,6129,1087
817181837579653120,0,9590
817171292965273600,9512,2262
817120970343411712,13228,2949
817056546584727552,9346,1862
816829038950027264,0,5328
816816676327063552,10896,2300
816697700272001025,10688,2479
816450570814898180,33361,9141
816336735214911488,9387,2208
816091915477250048,9734,2426
816062466425819140,0,1179
816014286006976512,0,5998
815990720817401858,5446,1179
815966073409433600,24534,9590
815745968457060357,0,4654
815736392542261248,10734,2556
815639385530101762,8989,1858
815390420867969024,11273,4283
814986499976527872,8334,1463
814638523311648768,12300,3057
814578408554463233,0,6566
814530161257443328,9462,2096
814153002265309185,31401,9811
813944609378369540,0,3644
813910438903693312,10141,2125
813812741911748608,39681,15820
813800681631023104,9125,1999
813217897535406080,20399,8231
813202720496779264,10017,2032
813187593374461952,21679,4927
813172488309972993,10204,2169
813157409116065792,8457,2498
813142292504645637,9194,2659
813130366689148928,4875,500
813127251579564032,12978,3546
813112105746448384,11296,3119
813096984823349248,11498,4086
813081950185472002,10799,3126
813066809284972545,8695,2196
813051746834595840,22886,8259
812781120811126785,8266,2158
812747805718642688,0,7854
812709060537683968,7240,1618
812503143955202048,6657,1385
812466873996607488,8741,2178
812372279581671427,14962,4145
811985624773361665,7953,1590
811744202451197953,8259,1825
811647686436880384,6092,841
811627233043480576,14008,3547
811386762094317568,22843,7234
810984652412424192,5837,1615
810896069567610880,9896,2025
810657578271330305,11993,2985
810284430598270976,38835,12960
810254108431155201,16072,3797
809920764300447744,16934,4406
809808892968534016,0,5554
809448704142938112,7582,1664
809220051211603969,21821,6369
809084759137812480,14447,3960
808838249661788160,11054,3437
808733504066486276,8642,2445
808501579447930884,12350,2929
808344865868283904,46494,23436
808134635716833280,0,6749
808106460588765185,9545,2463
808001312164028416,13764,3994
807621403335917568,15966,4161
807106840509214720,123334,61316
807059379405148160,0,8295
807010152071229440,14268,4313
806629075125202948,82426,39610
806620845233815552,0,6241
806576416489959424,5296,2182
806542213899489280,11177,2688
806242860592926720,0,13239
806219024703037440,7021,1357
805958939288408065,0,6072
805932879469572096,9047,2148
805826884734976000,7202,2073
805823200554876929,0,9121
805520635690676224,6270,1873
805487436403003392,9593,2864
805207613751304193,8519,1922
804738756058218496,15055,4358
804475857670639616,6744,2278
804413760345620481,0,3635
804026241225523202,48863,18359
803773340896923648,11012,3133
803692223237865472,0,8424
803638050916102144,12031,4694
803380650405482500,8476,2106
803321560782307329,0,6047
803276597545603072,11001,2795
802952499103731712,9892,2269
802624713319034886,0,3312
802600418706604034,7803,1663
802572683846291456,9798,2844
802323869084381190,17806,6617
802265048156610565,6942,1540
802239329049477120,9938,2947
802185808107208704,0,306
801958328846974976,8463,1930
801854953262350336,1926,264
801538201127157760,8970,2330
801285448605831168,6652,937
801167903437357056,26900,6749
801127390143516673,0,4503
801115127852503040,8848,2362
800859414831898624,758,109
800855607700029440,0,1841
800751577355128832,11501,3133
800513324630806528,14409,3405
800459316964663297,10356,2428
800443802682937345,0,4905
800388270626521089,12224,3164
800188575492947969,0,4453
800141422401830912,16779,2907
800018252395122689,31149,14931
799774291445383169,0,5327
799757965289017345,9219,2447
799422933579902976,8816,2159
799308762079035393,0,6286
799297110730567681,10871,3151
799063482566066176,8874,2787
798933969379225600,14445,5073
798925684722855936,8140,1625
798705661114773508,0,7506
798701998996647937,0,8862
798697898615730177,0,7385
798694562394996736,0,5649
798686750113755136,0,2631
798682547630837760,0,5375
798673117451325440,0,6312
798665375516884993,0,4413
798644042770751489,0,2097
798628517273620480,0,2221
798585098161549313,0,6471
798576900688019456,0,6681
798340744599797760,0,3815
798209839306514432,11367,2886
797971864723324932,12784,3564
797545162159308800,15921,5494
797236660651966464,21944,7508
797165961484890113,253,32
796904159865868288,0,10115
796865951799083009,8409,2150
796759840936919040,13028,3474
796563435802726400,0,8298
796484825502875648,8315,1996
796387464403357696,12092,4720
796177847564038144,0,16229
796149749086875649,35536,16229
796125600683540480,5429,2026
796116448414461957,9960,2744
796080075804475393,9265,2622
796031486298386433,11852,4186
795464331001561088,54693,27004
795400264262053889,11082,3244
795076730285391872,17810,6145
794983741416415232,0,3818
794926597468000259,11279,2624
794355576146903043,0,11671
794332329137291264,10494,2996
794205286408003585,10114,3774
793962221541933056,18498,5554
793845145112371200,10112,2123
793614319594401792,0,3546
793601777308463104,8751,1852
793500921481273345,11741,2705
793286476301799424,27036,10420
793271401113350145,9479,2672
793256262322548741,21936,9435
793241302385262592,11566,3713
793226087023144960,10792,3234
793210959003287553,9805,3199
793195938047070209,16751,6361
793180763617361921,7579,2243
793165685325201412,10317,3153
793150605191548928,6776,1938
793135492858580992,7085,2811
793120401413079041,13931,4416
792913359805018113,15757,4559
792883833364439040,12418,4837
792773781206999040,8060,1907
792394556390137856,14826,4864
792050063153438720,7885,2033
791821351946420224,0,23832
791784077045166082,0,10955
791780927877898241,0,4303
791774931465953280,49462,25192
791672322847637504,12890,3546
791406955684368384,14410,4654
791312159183634433,9647,2871
791026214425268224,0,4679
790987426131050500,10874,2417
790946055508652032,18241,5328
790723298204217344,0,2627
790698755171364864,9005,2156
790581949425475584,22691,8105
790337589677002753,8593,2113
790277117346975746,13791,3644
790227638568808452,0,4061
789986466051088384,10179,2627
789960241177853952,0,4708
789903600034189313,11411,4684
789628658055020548,8278,2016
789599242079838210,7457,2190
789530877013393408,12902,3818
789314372632018944,9445,2609
789280767834746880,0,5600
789268448748703744,10016,2934
789137962068021249,10664,3157
788908386943430656,30031,14046
788765914992902144,30094,11671
788552643979468800,0,8186
788412144018661376,17115,6013
788178268662984705,7951,2413
788150585577050112,6750,1478
788070120937619456,0,3858
788039637453406209,6729,1495
787810552592695296,9525,3453
787717603741622272,11202,3147
787397959788929025,11890,3202
787322443945877504,8554,1976
787111942498508800,0,7581
786963064373534720,29128,9068
786729988674449408,0,2738
786709082849828864,19924,6883
786664955043049472,11704,2907
786595970293370880,10307,3510
786363235746385920,11960,3963
786286427768250368,8760,3245
786233965241827333,16825,5418
786051337297522688,1580,174
786036967502913536,0,7991
785927819176054784,12470,3568
785872687017132033,7328,2065
785639753186217984,8555,2499
785533386513321988,9996,2275
785515384317313025,6681,1433
785264754247995392,7970,1852
785170936622350336,13263,5501
784826020293709826,11126,3635
784517518371221505,9837,2868
784431430411685888,6222,1447
784183165795655680,22064,9121
784057939640352768,32785,12634
783839966405230592,32974,12230
783821107061198850,8064,2219
783695101801398276,11431,3631
783466772167098368,9276,2546
783391753726550016,18517,6231
783347506784731136,0,6342
783334639985389568,32017,13239
783085703974514689,8927,2501
782969140009107456,26427,8295
782747134529531904,8166,1569
782722598790725632,18903,6072
782598640137187329,8539,2124
782305867769217024,18261,6281
782021823840026624,0,7051
781955203444699136,12144,3796
781661882474196992,11432,3056
781655249211752448,4379,1258
781524693396357120,22717,6241
781308096455073793,7803,2870
781251288990355457,9252,2372
781163403222056960,10687,3073
780931614150983680,23672,8298
780858289093574656,7868,2249
780800785462489090,6039,1464
780601303617732608,13238,3750
780543529827336192,6896,1959
780496263422808064,0,4201
780476555013349377,0,133
780459368902959104,5776,1198
780192070812196864,9535,2526
780092040432480260,0,2590
780074436359819264,13413,5637
779834332596887552,20815,7991
779377524342161408,9657,3514
779124354206535695,0,20746
779123168116150273,12908,4104
779056095788752897,16180,5103
778990705243029504,21894,8216
778774459159379968,0,11217
778764940568104960,937,413
778748913645780993,7546,1506
778650543019483137,6316,1685
778624900596654080,5079,1137
778408200802557953,14887,4893
778396591732486144,0,13791
778383385161035776,6388,1238
778286810187399168,11347,3728
778039087836069888,9258,2980
778027034220126208,7172,1831
777953400541634568,0,3963
777885040357281792,6942,1846
777684233540206592,12270,3312
777641927919427584,0,4805
777621514455814149,9556,2810
777189768882946048,15618,4863
776819012571455488,0,15432
776813020089548800,5328,1360
776477788987613185,9684,3152
776249906839351296,0,10327
776218204058357768,32764,17976
776201521193218049,10468,2833
776113305656188928,12829,4905
776088319444877312,2001,171
775898661951791106,0,17402
775842724423557120,12772,3020
775733305207554048,15129,4503
775729183532220416,14093,5156
775364825476165632,8125,3359
775350846108426240,11077,4404
775085132600442880,16954,5327
774757898236878852,9303,1984
774639387460112384,7334,1955
774314403806253056,23734,6286
773985732834758656,11709,4362
773922284943896577,6967,1943
773704687002451968,7191,1837
773670353721753600,5811,1457
773547596996571136,24040,6937
773336787167145985,0,5737
773308824254029826,25319,8404
773247561583001600,10206,3598
773191612633579521,10889,4615
772877495989305348,9361,4369
772826264096874500,8691,2607
772615324260794368,0,3785
772581559778025472,7061,1907
772193107915964416,6543,1558
772152991789019136,4107,1264
772117678702071809,4083,820
772114945936949249,2948,527
772102971039580160,4358,1037
771908950375665664,7164,2120
771770456517009408,13094,3815
771500966810099713,9007,2934
771380798096281600,11493,5737
771171053431250945,0,8474
771136648247640064,10017,3273
771102124360998913,6774,1612
771014301343748096,7499,1857
771004394259247104,0,247
770787852854652928,5403,1371
770772759874076672,5654,1583
770743923962707968,0,51065
770655142660169732,7981,1961
770414278348247044,6859,2313
770293558247038976,6789,1670
770093767776997377,0,3415
770069151037685760,8243,2583
769940425801170949,34271,10823
769695466921623552,6967,1867
769335591808995329,0,8611
769212283578875904,5881,1920
768970937022709760,15693,7342
768909767477751808,0,3033
768855141948723200,4581,1003
768609597686943744,4485,1350
768596291618299904,5479,1434
768554158521745409,0,6534
768473857036525572,14813,3842
768193404517830656,11880,3963
767884188863397888,5182,1579
767754930266464257,17467,6047
767500508068192258,8143,2612
767191397493538821,13359,4279
767122157629476866,11010,3193
766864461642756096,0,6344
766793450729734144,5535,1525
766714921925144576,2823,428
766693177336135680,4396,885
766423258543644672,6549,1779
766313316352462849,7360,2112
766078092750233600,0,2897
766069199026450432,4657,977
766008592277377025,4061,557
765719909049503744,7861,2408
765669560888528897,5647,1364
765395769549590528,28613,3787
765371061932261376,7703,2408
765222098633691136,12637,3785
764857477905154048,6968,1971
764259802650378240,6584,1701
763956972077010945,798,61
763837565564780549,13721,4679
763183847194451968,5901,1658
763167063695355904,0,3384
763103485927849985,7985,2543
762699858130116608,13243,4061
762471784394268675,12285,7310
762464539388485633,11261,4708
762316489655476224,5251,1262
762035686371364864,34767,17450
761976711479193600,5876,2255
761750502866649088,0,4412
761745352076779520,4630,955
761672994376806400,53810,32479
761599872357261312,4491,1311
761371037149827077,0,19997
761334018830917632,5678,1615
761292947749015552,4860,1230
761227390836215808,5781,1725
761004547850530816,12242,3858
760893934457552897,4154,1081
760656994973933572,7179,2150
760641137271070720,5378,1443
760539183865880579,8234,4048
760521673607086080,4596,1564
760290219849637889,29092,12813
760252756032651264,4273,965
760190180481531904,6202,2019
760153949710192640,0,37
759943073749200896,6460,2327
759923798737051648,15959,6344
759846353224826880,7295,2214
759793422261743616,6484,2126
759566828574212096,0,23647
759557299618865152,5103,1310
759447681597108224,9231,2738
759446261539934208,1813,547
759197388317847553,6583,2165
759159934323924993,0,1308
759099523532779520,15771,4679
759047813560868866,7075,2244
758854675097526272,3849,995
758828659922702336,12141,4264
758740312047005698,6217,1779
758474966123810816,4143,1102
758467244762497024,5218,2478
758405701903519748,5644,2141
758355060040593408,3725,1207
758099635764359168,20855,11217
758041019896193024,2945,422
757741869644341248,7473,3609
757729163776290825,0,9062
757725642876129280,4930,1362
757611664640446465,4942,1241
757597904299253760,0,323
757596066325864448,4731,1180
757400162377592832,16440,7583
757393109802180609,6330,1942
757354760399941633,4908,1585
756998049151549440,6798,2211
756939218950160384,7212,2231
756651752796094464,5502,1474
756526248105566208,11299,4043
756303284449767430,4287,1201
756288534030475264,45808,19407
756275833623502848,6982,1702
755955933503782912,7947,3203
755206590534418437,17836,5988
755110668769038337,22986,12320
754874841593970688,0,8937
754856583969079297,7447,2801
754747087846248448,2790,581
754482103782404096,5747,2160
754449512966619136,4072,819
754120377874386944,8494,2594
754011816964026368,9543,4005
753655901052166144,6336,2425
753420520834629632,8575,3976
753398408988139520,6273,2132
753375668877008896,8250,2590
753298634498793472,0,6430
753294487569522689,3692,1157
753039830821511168,40239,23317
753026973505581056,4217,1083
752932432744185856,13690,7581
752917284578922496,7443,1745
752701944171524096,0,3206
752682090207055872,6522,1788
752660715232722944,4783,1748
752568224206688256,6019,2541
752519690950500352,7988,3819
752334515931054080,4140,1229
752309394570878976,0,18533
752173152931807232,6447,2052
751950017322246144,3343,1035
751937170840121344,5659,1491
751830394383790080,6290,2168
751793661361422336,6353,3245
751598357617971201,8544,3358
751583847268179968,4784,1239
751538714308972544,5448,1403
751456908746354688,3468,1098
751251247299190784,13545,6526
751205363882532864,6823,2032
751132876104687617,5514,1445
750868782890057730,5193,1545
750719632563142656,14307,5600
750506206503038976,4821,1277
750429297815552001,14276,4805
750383411068534784,4913,1268
750381685133418496,745,35
750147208377409536,3341,1071
750132105863102464,3922,1402
750117059602808832,4666,1437
750101899009982464,3294,934
750086836815486976,2345,604
750071704093859840,8480,3712
750056684286914561,3381,986
750041628174217216,3433,686
750026558547456000,2934,873
750011400160841729,3506,1008
749996283729883136,3272,891
749981277374128128,5522,2715
749774190421639168,5026,1456
749417653287129088,6601,1855
749403093750648834,2834,607
749395845976588288,9302,3844
749317047558017024,5933,2454
749075273010798592,6238,2298
749064354620928000,5186,1678
749036806121881602,3349,866
748977405889503236,11612,3788
748932637671223296,6325,2496
748705597323898880,2987,1044
748699167502000129,5116,1769
748692773788876800,4580,1472
748575535303884801,6559,2207
748568946752774144,2363,748
748346686624440324,5635,1372
748337862848962560,8286,4575
748324050481647620,4002,846
748307329658011649,3964,792
748220828303695873,15247,8626
747963614829678593,6257,2389
747933425676525569,7156,2827
747885874273214464,3182,1093
747844099428986880,3027,824
747816857231626240,5236,1285
747651430853525504,1490,174
747648653817413632,13917,6459
747600769478692864,2503,603
747594051852075008,3972,1172
747512671126323200,5997,1751
747461612269887489,4175,1145
747439450712596480,5867,2134
747242308580548608,0,3184
747219827526344708,5693,1740
747204161125646336,3656,1013
747103485104099331,10343,4429
746906459439529985,3112,328
746872823977771008,6451,2370
746818907684614144,5699,1896
746790600704425984,5247,1766
746757706116112384,10285,4303
746726898085036033,6504,1981
746542875601690625,5422,2056
746521445350707200,0,1085
746507379341139972,5003,1196
746369468511756288,6509,1815
746131877086527488,7420,2439
746056683365994496,3822,909
745789745784041472,4354,1175
745712589599014916,7511,2568
745433870967832576,7656,2806
745422732645535745,9232,2699
745314880350101504,7706,3065
745074613265149952,8427,3877
745057283344719872,7788,2527
744995568523612160,3218,693
744971049620602880,8475,2964
744709971296780288,6026,1716
744334592493166593,7267,2367
744234799360020481,128580,77604
744223424764059648,1825,413
743980027717509120,4468,1202
743895849529389061,3921,1054
743835915802583040,0,2313
743609206067040256,4820,1518
743595368194129920,19870,7250
743545585370791937,3786,1038
743510151680958465,8490,4070
743253157753532416,4542,1332
743222593470234624,6662,2105
743210557239623680,4124,1507
742534281772302336,7577,3912
742528092657332225,4783,2191
742465774154047488,7796,4272
742423170473463808,10598,4201
742385895052087300,7308,2197
742161199639494656,4662,1511
742150209887731712,5535,1725
741793263812808706,4892,1661
741743634094141440,8773,3044
741438259667034112,3944,919
741303864243200000,9433,3559
741099773336379392,10767,6087
741067306818797568,10141,3415
740995100998766593,6878,3054
740711788199743490,3664,1031
740699697422163968,3046,860
740676976021798912,19490,7506
740373189193256964,37244,14669
740365076218183684,2666,481
740359016048689152,3546,942
740214038584557568,7184,2167
739979191639244800,21428,6534
739932936087216128,4359,1184
739844404073074688,4066,934
739623569819336705,4093,1503
739606147276148736,5791,1826
739544079319588864,42745,23647
739485634323156992,7741,3234
739238157791694849,73568,51065
738891149612572673,115,6
738885046782832640,4042,1251
738883359779196928,3588,893
738537504001953792,5468,1719
738402415918125056,3520,934
738184450748633089,4635,1331
738166403467907072,9436,3746
738156290900254721,2709,727
737826014890496000,5649,1953
737800304142471168,10716,3810
737678689543020544,5414,1469
737445876994609152,11080,4917
737322739594330112,3873,884
737310737551491075,15741,8147
736736130620620800,4632,1920
736392552031657984,19058,8186
736365877722001409,4292,1371
736225175608430592,8720,3040
736010884653420544,8485,3267
735991953473572864,3864,1263
735648611367784448,4309,1201
735635087207878657,6643,2595
735274964362878976,13954,5593
735256018284875776,3600,968
735137028879360001,3353,1061
734912297295085568,2930,564
